0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-1.124032969348014444e-01,3.746776564493380784e-02,3.746776564493380091e-02,3.746776564493380091e-02,-3.746776564493382172e-02,-3.746776564493382172e-02,3.746776564493382866e-02,-3.746776564493382172e-02,-1.124032969348014582e-01,-1.124032969348014305e-01,-3.746776564493382172e-02,3.746776564493380784e-02,-3.746776564493380784e-02,-1.873388282246690739e-01
-1.623603177947131881e-01,6.244627607488970750e-02,8.742478650484557245e-02,3.746776564493378009e-02,1.248925521497795676e-02,-6.244627607488965199e-02,-1.248925521497790993e-02,-8.742478650484557245e-02,-8.742478650484557245e-02,-8.742478650484557245e-02,-1.248925521497793768e-02,1.373818073647573301e-01,-1.248925521497792381e-02,-3.372098908044043331e-01
-6.556858987863418975e-02,4.683470705616728236e-02,8.430247270110106939e-02,4.683470705616721297e-02,2.810082423370037150e-02,-8.430247270110105551e-02,-2.810082423370032639e-02,-8.430247270110108326e-02,-1.030363555235680045e-01,-6.556858987863418975e-02,-9.366941411233460635e-03,1.592380039909687128e-01,2.810082423370037844e-02,-4.215123635055054163e-01
-1.498710625797354187e-02,2.220446049250313204e-17,5.994842503189408423e-02,5.994842503189403565e-02,7.493553128986764345e-02,-7.493553128986760181e-02,1.498710625797357657e-02,-8.992263754784116103e-02,-7.493553128986765732e-02,-2.997421251594706987e-02,-5.551115123125783010e-18,1.348839563217617277e-01,4.496131877392060133e-02,-5.095616127710999033e-01
-2.081668171172168513e-17,-2.497851042995584761e-02,8.742478650484554470e-02,6.244627607488961729e-02,1.248925521497793872e-01,-6.244627607488965199e-02,2.497851042995594129e-02,-8.742478650484557245e-02,-3.746776564493383560e-02,-2.497851042995589618e-02,-1.040834085586084257e-17,1.498710625797352591e-01,6.244627607488972831e-02,-5.620164846740072218e-01
-3.746776564493383560e-02,-3.746776564493378009e-02,1.124032969348014305e-01,8.028806923914380556e-02,1.338134487319064814e-01,-4.817284154348629860e-02,4.817284154348640962e-02,-8.028806923914388882e-02,-1.605761384782879511e-02,-1.605761384782880205e-02,5.352537949276249714e-03,1.659286764275640369e-01,6.958299334059141195e-02,-5.834266364711122588e-01
-7.961900199548435642e-02,-6.088511917301747678e-02,1.732884161078188934e-01,8.898594340671781011e-02,1.451875918741185323e-01,-4.215123635055055551e-02,5.151817776178403002e-02,-7.025206058425090272e-02,-5.151817776178389818e-02,3.278429493931711569e-02,-2.341735352808360995e-02,1.732884161078188101e-01,7.961900199548435642e-02,-6.416354866694915504e-01
-5.828319100323041402e-02,-5.828319100323034463e-02,1.665234028663724886e-01,9.158787157650478961e-02,1.831757431530097735e-01,-4.163085071659310132e-02,4.995702085991185482e-02,-3.330468057327450049e-02,-3.330468057327452130e-02,1.665234028663721902e-02,1.665234028663723984e-02,1.915019132963283743e-01,6.660936114654907036e-02,-6.411151010355341517e-01
-7.868230785436100549e-02,-8.617586098334779898e-02,2.060727110471360091e-01,7.118875472537425364e-02,2.135662641761227332e-01,-2.622743595145368700e-02,4.870809533841400502e-02,-6.369520159638748791e-02,-5.620164846740062503e-02,7.118875472537428140e-02,-1.873388282246686923e-02,2.135662641761226221e-01,1.086565203703080684e-01,-6.781665581733020698e-01
