0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-1.124032969348014444e-01,3.746776564493381478e-02,3.746776564493381478e-02,3.746776564493381478e-02,-3.746776564493381478e-02,-3.746776564493381478e-02,3.746776564493381478e-02,-3.746776564493381478e-02,-1.124032969348014444e-01,-1.124032969348014444e-01,-3.746776564493381478e-02,3.746776564493381478e-02,-3.746776564493381478e-02,-1.873388282246690739e-01
-1.534929465920788771e-01,5.357890487225534099e-02,9.629215770747989733e-02,4.633513684756814660e-02,3.621884012343627116e-03,-5.357890487225534099e-02,-3.621884012343627116e-03,-9.629215770747989733e-02,-9.629215770747989733e-02,-9.629215770747989733e-02,-3.621884012343599361e-03,1.462491785673916966e-01,-3.621884012343599361e-03,-3.460772620070386996e-01
-7.100141589714958901e-02,3.353365025221575341e-02,9.760352950505257752e-02,4.140188103765185534e-02,1.479976742974889285e-02,-7.100141589714956125e-02,-1.479976742974889285e-02,-9.760352950505257752e-02,-9.760352950505257752e-02,-6.013576386011875580e-02,-1.479976742974885642e-02,1.538051779724533552e-01,2.266799821518495489e-02,-4.160795374869900587e-01
-3.333132431773313392e-02,-8.467715035755047151e-03,8.340324632562265417e-02,5.342903380967560512e-02,5.946883763163901548e-02,-5.148070999613905269e-02,2.345482129372852137e-02,-1.102151794211373020e-01,-6.525386064721669377e-02,-1.546669365822863143e-02,-2.150649748019201057e-02,1.133774588415697726e-01,3.844192755170208753e-02,-4.960432429264078347e-01
-6.244627607488967107e-03,-3.122313803744485375e-02,1.186479245422903811e-01,6.869090368237863731e-02,1.061586693273124798e-01,-3.122313803744483640e-02,3.122313803744485028e-02,-1.061586693273124382e-01,-5.620164846740074299e-02,6.244627607488953229e-03,-1.873388282246691433e-02,1.311371797572683240e-01,6.869090368237863731e-02,-5.557718570665182156e-01
-4.895431208408068668e-02,-4.817284154348634023e-02,1.445185246304589721e-01,8.028806923914387494e-02,1.131847674753957561e-01,-2.676268974638128934e-02,4.817284154348634023e-02,-9.177461567829070521e-02,-4.739137100289202154e-02,2.598121920578694288e-02,-1.605761384782878470e-02,1.552236005290114906e-01,8.028806923914386107e-02,-5.842081070117065567e-01
-7.961900199548435642e-02,-6.088511917301744902e-02,1.732884161078188934e-01,8.898594340671781011e-02,1.451875918741185323e-01,-4.215123635055054163e-02,5.151817776178399533e-02,-7.025206058425090272e-02,-5.151817776178399533e-02,3.278429493931708794e-02,-2.341735352808363424e-02,1.732884161078188934e-01,7.961900199548435642e-02,-6.416354866694915504e-01
-9.158787157650488675e-02,-7.493553128986762957e-02,1.915019132963283743e-01,8.326170143318625816e-02,1.831757431530097735e-01,-3.330468057327450049e-02,4.995702085991175073e-02,-5.828319100323037932e-02,-5.828319100323037932e-02,4.995702085991175073e-02,-1.665234028663725024e-02,1.915019132963283743e-01,9.158787157650488675e-02,-6.660936114654900653e-01
-7.868230785436100549e-02,-8.617586098334777123e-02,2.060727110471360091e-01,7.118875472537425364e-02,2.135662641761227332e-01,-2.622743595145366965e-02,4.870809533841395644e-02,-6.369520159638748791e-02,-5.620164846740072218e-02,7.118875472537425364e-02,-1.873388282246690739e-02,2.135662641761227332e-01,1.086565203703080684e-01,-6.781665581733020698e-01
-7.834169180304342839e-02,-9.196633385574663755e-02,2.282127543827787153e-01,7.834169180304342839e-02,2.418373964354818828e-01,-2.384312359223060909e-02,5.790472872398862159e-02,-5.109240769763701701e-02,-5.790472872398862159e-02,8.515401282939503991e-02,-1.703080256587900798e-02,2.350250754091302852e-01,1.124032969348014444e-01,-7.050752262273909388e-01
-9.991404171982350146e-02,-9.366941411233453696e-02,2.435404766920698238e-01,9.366941411233453696e-02,2.497851042995587745e-01,-2.497851042995587537e-02,7.493553128986762957e-02,-4.371239325242278623e-02,-6.244627607488969362e-02,9.366941411233453696e-02,-1.873388282246690739e-02,2.497851042995587745e-01,1.124032969348014444e-01,-7.181321748612314870e-01
